AirportID,IataCode,IcaoCode,Name,City,Country,Timezone,Dst
2196,TTH,OOTH,Thumrait Air Base,Thumrait,Oman,4,U
2197,BHW,OPBG,Bhagatanwala Airport,Bhagtanwala,Pakistan,5,N
2202,LYP,OPFA,Faisalabad International Airport,Faisalabad,Pakistan,5,N
2203,GWD,OPGD,Gwadar International Airport,Gwadar,Pakistan,5,N
2204,GIL,OPGT,Gilgit Airport,Gilgit,Pakistan,5,N
2205,JAG,OPJA,Shahbaz Air Base,Jacobsbad,Pakistan,5,N
2206,KHI,OPKC,Jinnah International Airport,Karachi,Pakistan,5,N
2207,LHE,OPLA,Alama Iqbal International Airport,Lahore,Pakistan,5,N
2209,XJM,OPMA,Mangla Airport,Mangla,Pakistan,5,N
2210,MFG,OPMF,Muzaffarabad Airport,Muzaffarabad,Pakistan,5,N
2211,MWD,OPMI,Mianwali Air Base,Mianwali,Pakistan,5,N
2212,MJD,OPMJ,Moenjodaro Airport,Moenjodaro,Pakistan,5,N
2214,MUX,OPMT,Multan International Airport,Multan,Pakistan,5,N
2215,WNS,OPNH,Shaheed Benazirabad Airport,Nawabshah,Pakistan,5,N
2217,PJG,OPPG,Panjgur Airport,Panjgur,Pakistan,5,N
2218,PSI,OPPI,Pasni Airport,Pasni,Pakistan,5,N
2219,PEW,OPPS,Peshawar International Airport,Peshawar,Pakistan,5,N
2221,UET,OPQT,Quetta International Airport,Quetta,Pakistan,5,N
2222,RYK,OPRK,Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,5,N
2225,RAZ,OPRT,Rawalakot Airport,Rawala Kot,Pakistan,5,N
2227,SKZ,OPSK,Sukkur Airport,Sukkur,Pakistan,5,N
2228,SDT,OPSS,Saidu Sharif Airport,Saidu Sharif,Pakistan,5,N
2229,SUL,OPSU,Sui Airport,Sui,Pakistan,5,N
2230,BDN,OPTH,Talhar Airport,Talhar,Pakistan,5,N
2232,WAF,OPWN,Wana Airport,Wana,Pakistan,5,N
2233,PZH,OPZB,Zhob Airport,Zhob,Pakistan,5,N
2234,BSR,ORMM,Basrah International Airport,Basrah,Iraq,3,U
2235,ALP,OSAP,Aleppo International Airport,Aleppo,Syria,2,E
2236,DAM,OSDI,Damascus International Airport,Damascus,Syria,2,E
2237,DEZ,OSDZ,Deir ez-Zor Air Base,Deire Zor,Syria,2,E
2239,LTK,OSLK,Bassel Al-Assad International Airport,Latakia,Syria,2,E
2240,PMS,OSPR,Palmyra Airport,Palmyra,Syria,2,E
2241,DIA,OTBD,Doha International Airport,Doha,Qatar,3,U
2242,CIS,PCIS,Canton Island Airport,Canton Island,Kiribati,13,U
2243,ROP,PGRO,Rota International Airport,Rota,Northern Mariana Islands,10,U
2244,SPN,PGSN,Saipan International Airport,Saipan,Northern Mariana Islands,10,U
2245,UAM,PGUA,Andersen Air Force Base,Andersen,Guam,10,U
2246,GUM,PGUM,Antonio B. Won Pat International Airport,Agana,Guam,10,U
2247,TIQ,PGWT,Tinian International Airport,West Tinian,Northern Mariana Islands,10,U
2249,MAJ,PKMJ,Marshall Islands International Airport,Majuro,Marshall Islands,12,U
2251,KWA,PKWA,Bucholz Army Air Field,Kwajalein,Marshall Islands,12,U
2252,CXI,PLCH,Cassidy International Airport,Kiritimati,Kiribati,-12,U
2253,MDY,PMDY,Henderson Field,Midway,Midway Islands,-11,U
2254,TKK,PTKK,Chuuk International Airport,Chuuk,Micronesia,10,U
2255,PNI,PTPN,Pohnpei International Airport,Pohnpei,Micronesia,11,U
2256,ROR,PTRO,Babelthuap Airport,Babelthuap,Palau,9,U
2257,KSA,PTSA,Kosrae International Airport,Kosrae,Micronesia,11,U
2258,YAP,PTYA,Yap International Airport,Yap,Micronesia,10,U
2259,KNH,RCBS,Kinmen Airport,Kinmen,Taiwan,8,U
2262,TTT,RCFN,Taitung Airport,Fengnin,Taiwan,8,U
2263,GNI,RCGI,Lyudao Airport,Green Island,Taiwan,8,U
2264,KHH,RCKH,Kaohsiung International Airport,Kaohsiung,Taiwan,8,U
2265,CYI,RCKU,Chiayi Airport,Chiayi,Taiwan,8,U
2267,KYD,RCLY,Lanyu Airport,Lanyu,Taiwan,8,U
2268,RMQ,RCMQ,Taichung Ching Chuang Kang Airport,Taichung,Taiwan,8,N
2270,TNN,RCNN,Tainan Airport,Tainan,Taiwan,8,U
2271,HSZ,RCPO,Hsinchu Air Base,Hsinchu,Taiwan,8,U
2272,MZG,RCQC,Makung Airport,Makung,Taiwan,8,U
2274,PIF,RCSQ,Pingtung North Airport,Pingtung,Taiwan,8,U
2275,TSA,RCSS,Taipei Songshan Airport,Taipei,Taiwan,8,U
2276,TPE,RCTP,Taiwan Taoyuan International Airport,Taipei,Taiwan,8,U
2277,WOT,RCWA,Wang-an Airport,Wang An,Taiwan,8,U
2278,HUN,RCYU,Hualien Airport,Hualien,Taiwan,8,U
2279,NRT,RJAA,Narita International Airport,Tokyo,Japan,9,U
2280,MMJ,RJAF,Matsumoto Airport,Matsumoto,Japan,9,U
2281,IBR,RJAH,Hyakuri Airport,Ibaraki,Japan,9,U
2282,MUS,RJAM,Minami Torishima Airport,Minami Tori Shima,Japan,9,U
2283,IWO,RJAW,Iwo Jima Airport,Iwojima,Japan,9,U
2284,SHM,RJBD,Nanki Shirahama Airport,Nanki-shirahama,Japan,9,U
2286,OBO,RJCB,Tokachi-Obihiro Airport,Obihiro,Japan,9,U
2287,CTS,RJCC,New Chitose Airport,Sapporo,Japan,9,U
2288,HKD,RJCH,Hakodate Airport,Hakodate,Japan,9,U
2290,MMB,RJCM,Memanbetsu Airport,Memanbetsu,Japan,9,U
2291,SHB,RJCN,Nakashibetsu Airport,Nakashibetsu,Japan,9,U
2294,WKJ,RJCW,Wakkanai Airport,Wakkanai,Japan,9,U
2295,IKI,RJDB,Iki Airport,Iki,Japan,9,U
2296,UBJ,RJDC,Yamaguchi Ube Airport,Yamaguchi,Japan,9,U
2297,TSJ,RJDT,Tsushima Airport,Tsushima,Japan,9,U
2298,MBE,RJEB,Monbetsu Airport,Monbetsu,Japan,9,U
2299,AKJ,RJEC,Asahikawa Airport,Asahikawa,Japan,9,U
2300,OIR,RJEO,Okushiri Airport,Okushiri,Japan,9,U
2301,RIS,RJER,Rishiri Airport,Rishiri Island,Japan,9,U
2303,KUM,RJFC,Yakushima Airport,Yakushima,Japan,9,U
2304,FUJ,RJFE,Fukue Airport,Fukue,Japan,9,U
2305,FUK,RJFF,Fukuoka Airport,Fukuoka,Japan,9,U
2306,TNE,RJFG,New Tanegashima Airport,Tanegashima,Japan,9,U
2307,KOJ,RJFK,Kagoshima Airport,Kagoshima,Japan,9,U
2308,KMI,RJFM,Miyazaki Airport,Miyazaki,Japan,9,U
2310,OIT,RJFO,Oita Airport,Oita,Japan,9,U
2311,KKJ,RJFR,Kitakyūshū Airport,Kitakyushu,Japan,9,U
2312,KMJ,RJFT,Kumamoto Airport,Kumamoto,Japan,9,U
2313,NGS,RJFU,Nagasaki Airport,Nagasaki,Japan,9,U
2316,ASJ,RJKA,Amami Airport,Amami,Japan,9,U
2317,OKE,RJKB,Okierabu Airport,Okierabu,Japan,9,U
2318,TKN,RJKN,Tokunoshima Airport,Tokunoshima,Japan,9,U
2319,FKJ,RJNF,Fukui Airport,Fukui,Japan,9,U
2320,QGU,RJNG,Gifu Airport,Gifu,Japan,9,U
2322,KMQ,RJNK,Komatsu Airport,Kanazawa,Japan,9,U
2323,OKI,RJNO,Oki Airport,Oki Island,Japan,9,U
2324,TOY,RJNT,Toyama Airport,Toyama,Japan,9,U
2326,HIJ,RJOA,Hiroshima Airport,Hiroshima,Japan,9,U
2327,OKJ,RJOB,Okayama Airport,Okayama,Japan,9,U
2328,IZO,RJOC,Izumo Airport,Izumo,Japan,9,U
2330,YGJ,RJOH,Miho Yonago Airport,Miho,Japan,9,U
2332,KCZ,RJOK,Kōchi Ryōma Airport,Kochi,Japan,9,U
2333,MYJ,RJOM,Matsuyama Airport,Matsuyama,Japan,9,U
2334,ITM,RJOO,Osaka International Airport,Osaka,Japan,9,U
2335,TTJ,RJOR,Tottori Airport,Tottori,Japan,9,U
2336,TKS,RJOS,Tokushima Airport/JMSDF Air Base,Tokushima,Japan,9,U
2337,TAK,RJOT,Takamatsu Airport,Takamatsu,Japan,9,U
2340,AOJ,RJSA,Aomori Airport,Aomori,Japan,9,U
2341,GAJ,RJSC,Yamagata Airport,Yamagata,Japan,9,U
2342,SDS,RJSD,Sado Airport,Sado,Japan,9,U
2343,HHE,RJSH,Hachinohe Airport,Hachinoe,Japan,9,U
2344,HNA,RJSI,Hanamaki Airport,Hanamaki,Japan,9,U
2345,AXT,RJSK,Akita Airport,Akita,Japan,9,U
2346,MSJ,RJSM,Misawa Air Base,Misawa,Japan,9,U
2347,SDJ,RJSS,Sendai Airport,Sendai,Japan,9,U
2350,NJA,RJTA,Atsugi Naval Air Facility,Atsugi,Japan,9,U
2352,HAC,RJTH,Hachijojima Airport,Hachijojima,Japan,9,U
2356,OIM,RJTO,Oshima Airport,Oshima,Japan,9,U
2359,HND,RJTT,Tokyo Haneda International Airport,Tokyo,Japan,9,U
2360,OKO,RJTY,Yokota Air Base,Yokota,Japan,9,U
2361,KWJ,RKJJ,Gwangju Airport,Kwangju,South Korea,9,U
2364,CHN,RKJU,Jeon Ju Airport (G-703),Jhunju,South Korea,9,U
2365,RSU,RKJY,Yeosu Airport,Yeosu,South Korea,9,U
2367,KAG,RKNN,Gangneung Airport (K-18),Kangnung,South Korea,9,U
2370,CJU,RKPC,Jeju International Airport,Cheju,South Korea,9,U
2371,CHF,RKPE,Jinhae Airbase/Airport (G-813/K-10),Chinhae,South Korea,9,U
2372,PUS,RKPK,Gimhae International Airport,Busan,South Korea,9,U
2374,USN,RKPU,Ulsan Airport,Ulsan,South Korea,9,U
2376,SSN,RKSM,Seoul Air Base (K-16),Seoul East,South Korea,9,U
2377,OSN,RKSO,Osan Air Base,Osan,South Korea,9,U
2378,GMP,RKSS,Gimpo International Airport,Seoul,South Korea,9,U
2379,SWU,RKSW,Suwon Airport,Suwon,South Korea,9,U
2380,KPO,RKTH,Pohang Airport (G-815/K-3),Pohang,South Korea,9,U
2381,TAE,RKTN,Daegu Airport,Taegu,South Korea,9,U
2383,YEC,RKTY,Yecheon Airbase,Yechon,South Korea,9,U
2384,OKA,ROAH,Naha Airport,Okinawa,Japan,9,N
2386,DNA,RODN,Kadena Air Base,Kadena,Japan,9,U
2387,ISG,ROIG,New Ishigaki Airport,Ishigaki,Japan,9,U
2388,UEO,ROKJ,Kumejima Airport,Kumejima,Japan,9,U
2389,MMD,ROMD,Minami-Daito Airport,Minami Daito,Japan,9,U
2390,MMY,ROMY,Miyako Airport,Miyako,Japan,9,U
2391,KTD,RORK,Kitadaito Airport,Kitadaito,Japan,9,U
2392,SHI,RORS,Shimojishima Airport,Shimojishima,Japan,9,U
2393,TRA,RORT,Tarama Airport,Tarama,Japan,9,U
2394,RNJ,RORY,Yoron Airport,Yoron,Japan,9,U
2396,OGN,ROYN,Yonaguni Airport,Yonaguni Jima,Japan,9,U
2397,MNL,RPLL,Ninoy Aquino International Airport,Manila,Philippines,8,N
2399,CBO,RPMC,Awang Airport,Cotabato,Philippines,8,N
2401,PAG,RPMP,Pagadian Airport,Pagadian,Philippines,8,N
2402,GES,RPMR,General Santos International Airport,Romblon,Philippines,8,N
2404,ZAM,RPMZ,Zamboanga International Airport,Zamboanga,Philippines,8,N
2405,BAG,RPUB,Loakan Airport,Baguio,Philippines,8,N
2406,DTE,RPUD,Daet Airport,Daet,Philippines,8,N
2409,SJI,RPUH,San Jose Airport,San Jose,Philippines,8,N
2411,MBO,RPUM,Mamburao Airport,Mamburao,Philippines,8,N
2415,BQA,RPUR,Dr.Juan C. Angara Airport,Baler,Philippines,8,N
2422,TAC,RPVA,Daniel Z. Romualdez Airport,Tacloban,Philippines,8,N
2423,BCD,RPVB,Bacolod-Silay Airport,Bacolod,Philippines,8,N
2425,DGT,RPVD,Sibulan Airport,Dumaguete,Philippines,8,N
2426,MPH,RPVE,Godofredo P. Ramos Airport,Caticlan,Philippines,8,N
2429,ILO,RPVI,Iloilo International Airport,Iloilo,Philippines,8,N
2430,KLO,RPVK,Kalibo International Airport,Kalibo,Philippines,8,N
2433,PPS,RPVP,Puerto Princesa Airport,Puerto Princesa,Philippines,8,N
2435,EUQ,RPVS,Evelio Javier Airport,San Jose,Philippines,8,N
2436,COC,SAAC,Comodoro Pierrestegui Airport,Concordia,Argentina,-3,N
2437,GHU,SAAG,Gualeguaychu Airport,Gualeguaychu,Argentina,-3,N
2438,JNI,SAAJ,Junin Airport,Junin,Argentina,-3,N
2439,PRA,SAAP,General Urquiza Airport,Parana,Argentina,-3,N
2440,ROS,SAAR,Islas Malvinas Airport,Rosario,Argentina,-3,N
2441,SFN,SAAV,Sauce Viejo Airport,Santa Fe,Argentina,-3,N
2442,AEP,SABE,Jorge Newbery Airpark,Buenos Aires,Argentina,-3,N
2443,COR,SACO,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,-3,N
2445,FDO,SADF,San Fernando Airport,San Fernando,Argentina,-3,N
2447,LPG,SADL,La Plata Airport,La Plata,Argentina,-3,N
2449,EPA,SADP,El Palomar Airport,El Palomar,Argentina,-3,N
2450,HOS,SAHC,Chos Malal Airport,Chosmadal,Argentina,-3,N
2451,GNR,SAHR,Dr. Arturo H. Illia Airport,Fuerte Gral Roca,Argentina,-3,N
2452,MDZ,SAME,El Plumerillo Airport,Mendoza,Argentina,-3,N
2453,LGS,SAMM,Comodoro D.R. Salomón Airport,Malargue,Argentina,-3,N
2454,AFA,SAMR,Suboficial Ay Santiago Germano Airport,San Rafael,Argentina,-3,N
2455,CTC,SANC,Catamarca Airport,Catamarca,Argentina,-3,N
2456,SDE,SANE,Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago Del Estero,Argentina,-3,N
2458,IRJ,SANL,Capitan V A Almonacid Airport,La Rioja,Argentina,-3,N
2460,TUC,SANT,Teniente Benjamin Matienzo Airport,Tucuman,Argentina,-3,N
2461,UAQ,SANU,Domingo Faustino Sarmiento Airport,San Juan,Argentina,-3,N
2462,RCU,SAOC,Area De Material Airport,Rio Cuarto,Argentina,-3,N
2463,VDR,SAOD,Villa Dolores Airport,Villa Dolores,Argentina,-3,N
2466,VME,SAOR,Villa Reynolds Airport,Villa Reynolds,Argentina,-3,N
2467,LUQ,SAOU,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,Argentina,-3,N
2468,CNQ,SARC,Corrientes Airport,Corrientes,Argentina,-3,N
2469,RES,SARE,Resistencia International Airport,Resistencia,Argentina,-3,N
2470,FMA,SARF,Formosa Airport,Formosa,Argentina,-3,N
2471,IGR,SARI,Cataratas Del Iguazú International Airport,Iguazu Falls,Argentina,-3,N
2472,AOL,SARL,Paso De Los Libres Airport,Paso De Los Libres,Argentina,-3,N
2473,MCS,SARM,Monte Caseros Airport,Monte Caseros,Argentina,-3,N
2474,PSS,SARP,Libertador Gral D Jose De San Martin Airport,Posadas,Argentina,-3,N
2475,PRQ,SARS,Termal Airport,Presidencia R.s.pena,Argentina,-3,N
2476,SLA,SASA,Martin Miguel De Guemes International Airport,Salta,Argentina,-3,N
2477,JUJ,SASJ,Gobernador Horacio Guzman International Airport,Jujuy,Argentina,-3,N
2478,ORA,SASO,Orán Airport,Oran,Argentina,-3,N
2481,ELO,SATD,El Dorado Airport,El Dorado,Argentina,-3,N
2482,OYA,SATG,Goya Airport,Goya,Argentina,-3,N
2484,RCQ,SATR,Reconquista Airport,Reconquista,Argentina,-3,N
2485,UZU,SATU,Curuzu Cuatia Airport,Curuzu Cuatia,Argentina,-3,N
2486,EHL,SAVB,El Bolson Airport,El Bolson,Argentina,-3,N
2487,CRD,SAVC,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,-3,N
2488,EQS,SAVE,Brigadier Antonio Parodi Airport,Esquel,Argentina,-3,N
2490,REL,SAVT,Almirante Marco Andres Zar Airport,Trelew,Argentina,-3,N
2491,VDM,SAVV,Gobernador Castello Airport,Viedma,Argentina,-3,N
2492,PMY,SAVY,El Tehuelche Airport,Puerto Madryn,Argentina,-3,N
2494,PUD,SAWD,Puerto Deseado Airport,Puerto Deseado,Argentina,-3,N
2495,RGA,SAWE,Hermes Quijada International Airport,Rio Grande,Argentina,-3,N
2496,RGL,SAWG,Piloto Civil N. Fernández Airport,Rio Gallegos,Argentina,-3,N
2497,USH,SAWH,Malvinas Argentinas Airport,Ushuaia,Argentina,-3,N
2498,ULA,SAWJ,Capitan D Daniel Vazquez Airport,San Julian,Argentina,-3,N
2499,PMQ,SAWP,Perito Moreno Airport,Perito Moreno,Argentina,-3,N
2500,RZA,SAWU,Santa Cruz Airport,Santa Cruz,Argentina,-3,N
2501,BHI,SAZB,Comandante Espora Airport,Bahia Blanca,Argentina,-3,N
2502,CSZ,SAZC,Brigadier D.H.E. Ruiz Airport,Colonel Suarez,Argentina,-3,N
2503,OVR,SAZF,Olavarria Airport,Olavarria,Argentina,-3,N
2504,GPO,SAZG,General Pico Airport,General Pico,Argentina,-3,N
2505,OYO,SAZH,Tres Arroyos Airport,Tres Arroyos,Argentina,-3,N
2508,MDQ,SAZM,Ástor Piazzola International Airport,Mar Del Plata,Argentina,-3,N
2509,NQN,SAZN,Presidente Peron Airport,Neuquen,Argentina,-3,N
2511,PEH,SAZP,Comodoro Pedro Zanni Airport,Pehuajo,Argentina,-3,N
2512,RSA,SAZR,Santa Rosa Airport,Santa Rosa,Argentina,-3,N
2513,BRC,SAZS,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,-3,N
2514,TDL,SAZT,Héroes De Malvinas Airport,Tandil,Argentina,-3,N
2515,VLG,SAZV,Villa Gesell Airport,Villa Gesell,Argentina,-3,N
2516,CUT,SAZW,Cutral-Co Airport,Cutralco,Argentina,-3,N
2517,CPC,SAZY,Aviador C. Campos Airport,San Martin Des Andes,Argentina,-3,N
2518,CDJ,SBAA,Conceição do Araguaia Airport,Conceicao Do Araguaia,Brazil,-3,S
2521,AQA,SBAQ,Araraquara Airport,Araracuara,Brazil,-3,S
2522,AJU,SBAR,Santa Maria Airport,Aracaju,Brazil,-3,S
2524,AFL,SBAT,Piloto Osvaldo Marques Dias Airport,Alta Floresta,Brazil,-4,S
2525,ARU,SBAU,Araçatuba Airport,Aracatuba,Brazil,-3,S
2526,BEL,SBBE,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,-3,S
2527,BGX,SBBG,Comandante Gustavo Kraemer Airport,Bage,Brazil,-3,S
2528,PLU,SBBH,Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,Brazil,-3,S
2529,BFH,SBBI,Bacacheri Airport,Curitiba,Brazil,-3,S
2531,BSB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,-3,S
2532,BAU,SBBU,Bauru Airport,Bauru,Brazil,-3,S
2533,BVB,SBBV,Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,-4,S
2534,BPG,SBBW,Barra do Garças Airport,Barra Do Garcas,Brazil,-4,S
2535,CAC,SBCA,Cascavel Airport,Cascavel,Brazil,-3,S
2537,CNF,SBCF,Tancredo Neves International Airport,Belo Horizonte,Brazil,-3,S
2538,CGR,SBCG,Campo Grande Airport,Campo Grande,Brazil,-4,S
2539,XAP,SBCH,Serafin Enoss Bertaso Airport,Chapeco,Brazil,-3,S
2540,CLN,SBCI,Brig. Lysias Augusto Rodrigues Airport,Carolina,Brazil,-3,S
2541,CCM,SBCM,Diomício Freitas Airport,Criciuma,Brazil,-3,S
2543,CAW,SBCP,Bartolomeu Lisandro Airport,Campos,Brazil,-3,S
2544,CMG,SBCR,Corumbá International Airport,Corumba,Brazil,-4,S
2545,CWB,SBCT,Afonso Pena Airport,Curitiba,Brazil,-3,S
2546,CRQ,SBCV,Caravelas Airport,Caravelas,Brazil,-3,S
2547,CXJ,SBCX,Hugo Cantergiani Regional Airport,Caxias Do Sul,Brazil,-3,S
2548,CGB,SBCY,Marechal Rondon Airport,Cuiaba,Brazil,-4,S
2549,CZS,SBCZ,Cruzeiro do Sul Airport,Cruzeiro do Sul,Brazil,-5,S
2550,PPB,SBDN,Presidente Prudente Airport,President Prudente,Brazil,-3,S
2551,MAO,SBEG,Eduardo Gomes International Airport,Manaus,Brazil,-4,S
2552,JCR,SBEK,Jacareacanga Airport,Jacare-acanga,Brazil,-3,S
2554,IGU,SBFI,Cataratas International Airport,Foz Do Iguacu,Brazil,-3,S
2555,FLN,SBFL,Hercílio Luz International Airport,Florianopolis,Brazil,-3,S
2556,FEN,SBFN,Fernando de Noronha Airport,Fernando Do Noronha,Brazil,-3,S
2559,FOR,SBFZ,Pinto Martins International Airport,Fortaleza,Brazil,-3,S
2560,GIG,SBGL,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,-3,S
2561,GJM,SBGM,Guajará-Mirim Airport,Guajara-mirim,Brazil,-4,S
2562,GYN,SBGO,Santa Genoveva Airport,Goiania,Brazil,-3,S
2564,GRU,SBGR,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,-3,S
2565,GUJ,SBGW,Guaratinguetá Airport,Guaratingueta,Brazil,-3,S
2566,ATM,SBHT,Altamira Airport,Altamira,Brazil,-3,S
2567,ITA,SBIC,Itacoatiara Airport,Itaituba,Brazil,-4,S
2568,ITB,SBIH,Itaituba Airport,Itaituba,Brazil,-3,S
2569,IOS,SBIL,Bahia - Jorge Amado Airport,Ilheus,Brazil,-3,S
2570,IPN,SBIP,Usiminas Airport,Ipatinga,Brazil,-3,S
2571,ITR,SBIT,Francisco Vilela do Amaral Airport,Itumbiara,Brazil,-3,S
2572,IMP,SBIZ,Prefeito Renato Moreira Airport,Imperatriz,Brazil,-3,S
2574,JDF,SBJF,Francisco de Assis Airport,Juiz De Fora,Brazil,-3,S
2575,JPA,SBJP,Presidente Castro Pinto International Airport,Joao Pessoa,Brazil,-3,S
2576,JOI,SBJV,Lauro Carneiro de Loyola Airport,Joinville,Brazil,-3,S
2577,CPV,SBKG,Presidente João Suassuna Airport,Campina Grande,Brazil,-3,S
2578,VCP,SBKP,Viracopos International Airport,Campinas,Brazil,-3,S
2579,LAJ,SBLJ,Lages Airport,Lajes,Brazil,-3,S
2580,LIP,SBLN,Lins Airport,Lins,Brazil,-3,S
2581,LDB,SBLO,Governador José Richa Airport,Londrina,Brazil,-3,S
2582,LAZ,SBLP,Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,Brazil,-3,S
2584,MAB,SBMA,João Correa da Rocha Airport,Maraba,Brazil,-3,S
2585,MEU,SBMD,Monte Dourado Airport,Almeirim,Brazil,-3,S
2586,MGF,SBMG,Regional de Maringá - Sílvio Nane Junior Airport,Maringa,Brazil,-3,S
2587,MOC,SBMK,Mário Ribeiro Airport,Montes Claros,Brazil,-3,S
2589,PLL,SBMN,Ponta Pelada Airport,Manaus,Brazil,-4,S
2590,MCZ,SBMO,Zumbi dos Palmares Airport,Maceio,Brazil,-3,S
2591,MCP,SBMQ,Alberto Alcolumbre Airport,Macapa,Brazil,-3,S
2592,MVF,SBMS,Dix-Sept Rosado Airport,Mocord,Brazil,-3,S
2594,MNX,SBMY,Manicoré Airport,Manicore,Brazil,-4,S
2595,NVT,SBNF,Ministro Victor Konder International Airport,Navegantes,Brazil,-3,S
2596,GEL,SBNM,Santo Ângelo Airport,Santo Angelo,Brazil,-3,S
2597,NAT,SBSG,Governador Aluízio Alves International Airport,Natal,Brazil,-3,S
2598,OYK,SBOI,Oiapoque Airport,Oioiapoque,Brazil,-3,S
2599,POA,SBPA,Salgado Filho Airport,Porto Alegre,Brazil,-3,S
2600,PHB,SBPB,Prefeito Doutor João Silva Filho Airport,Parnaiba,Brazil,-3,S
2601,POO,SBPC,Poços de Caldas - Embaixador Walther Moreira Salles Airport,Pocos De Caldas,Brazil,-3,S
2602,PFB,SBPF,Lauro Kurtz Airport,Passo Fundo,Brazil,-3,S
2603,PET,SBPK,João Simões Lopes Neto International Airport,Pelotas,Brazil,-3,S
2604,PNZ,SBPL,Senador Nilo Coelho Airport,Petrolina,Brazil,-3,S
2605,PNB,SBPN,Porto Nacional Airport,Porto Nacional,Brazil,-3,S
2606,PMG,SBPP,Ponta Porã Airport,Ponta Pora,Brazil,-4,S
2607,PVH,SBPV,Governador Jorge Teixeira de Oliveira Airport,Porto Velho,Brazil,-4,S
2609,RBR,SBRB,Plácido de Castro Airport,Rio Branco,Brazil,-5,S
2610,REC,SBRF,Guararapes - Gilberto Freyre International Airport,Recife,Brazil,-3,S
2612,SDU,SBRJ,Santos Dumont Airport,Rio De Janeiro,Brazil,-3,S
2613,RAO,SBRP,Leite Lopes Airport,Ribeirao Preto,Brazil,-3,S
2614,SNZ,SBSC,Santa Cruz Air Force Base,Rio De Janeiro,Brazil,-3,S
2615,SJK,SBSJ,Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,Brazil,-3,S
2616,SLZ,SBSL,Marechal Cunha Machado International Airport,Sao Luis,Brazil,-3,S
2618,CGH,SBSP,Congonhas Airport,Sao Paulo,Brazil,-3,S
2619,SJP,SBSR,Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,Brazil,-3,S
2620,SSZ,SBST,Base Aérea de Santos Airport,Santos,Brazil,-3,S
2621,SSA,SBSV,Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,-3,S
2622,TMT,SBTB,Trombetas Airport,Oriximina,Brazil,-3,S
2623,THE,SBTE,Senador Petrônio Portela Airport,Teresina,Brazil,-3,S
2624,TFF,SBTF,Tefé Airport,Tefe,Brazil,-4,S
2625,TRQ,SBTK,Tarauacá Airport,Tarauaca,Brazil,-5,S
2626,TEC,SBTL,Telêmaco Borba Airport,Telemaco Borba,Brazil,-3,S
2628,TBT,SBTT,Tabatinga Airport,Tabatinga,Brazil,-4,S
2629,TUR,SBTU,Tucuruí Airport,Tucurui,Brazil,-3,S
2630,SJL,SBUA,São Gabriel da Cachoeira Airport,Sao Gabriel,Brazil,-4,S
2631,PAV,SBUF,Paulo Afonso Airport,Paulo Alfonso,Brazil,-3,S
2632,URG,SBUG,Rubem Berta Airport,Uruguaiana,Brazil,-3,S
2633,UDI,SBUL,Ten. Cel. Aviador César Bombonato Airport,Uberlandia,Brazil,-3,S
2635,UBA,SBUR,Mário de Almeida Franco Airport,Uberaba,Brazil,-3,S
2636,VAG,SBVG,Major Brigadeiro Trompowsky Airport,Varginha,Brazil,-3,S
2637,BVH,SBVH,Brigadeiro Camarão Airport,Vilhena,Brazil,-4,S
2638,VIX,SBVT,Eurico de Aguiar Salles Airport,Vitoria,Brazil,-3,S
2640,QPS,SBYS,Campo Fontenelle Airport,Piracununga,Brazil,-3,S
2641,ARI,SCAR,Chacalluta Airport,Arica,Chile,-4,S
2642,BBA,SCBA,Balmaceda Airport,Balmaceda,Chile,-4,S
2644,CCH,SCCC,Chile Chico Airport,Chile Chico,Chile,-4,S
2645,CJC,SCCF,El Loa Airport,Calama,Chile,-4,S
2646,YAI,SCCH,Gral. Bernardo O´Higgins Airport,Chillan,Chile,-4,S
2647,PUQ,SCCI,Pdte. Carlos Ibañez del Campo Airport,Punta Arenas,Chile,-4,S
2648,GXQ,SCCY,Teniente Vidal Airport,Coyhaique,Chile,-4,S
2649,IQQ,SCDA,Diego Aracena Airport,Iquique,Chile,-4,S
2650,SCL,SCEL,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,-4,S
2651,ANF,SCFA,Andrés Sabella Gálvez International Airport,Antofagasta,Chile,-4,S
2652,WPR,SCFM,Capitan Fuentes Martinez Airport Airport,Porvenir,Chile,-4,S
